"household_type","job_dep","work_condition","DEGREE","Employer_category","JOB_CATEGORY","Job_description","type_of_contract","working_hours","employee_count","INSEE_CODE","Age_2019","activity_sector","Sex","Wage"
"M_4_1","74","C","educ|1|7","ct_9","O","684a","CDI",1684,"tr_5","74154",37,"NZ","Male",13779
"M_1_2","74","C","educ|1|7","ct_9","O","423a","CDI",1318,"tr_1","74242",31,"PZ","Female",14475
"M_3_2","74","C","educ|1|7","ct_9","O","462a","CDI",1829,"tr_1","74281",35,"GZ","Female",21520
"M_3_2","94","C","educ|1|7","ct_9","O","554a","CDI",1820,"tr_3","75113",48,"CA","Female",16477
"M_4_1","76","P","educ|1|7","ct_9","O","311e","CDI",936,"tr_1","76231",52,"MC","Female",6363
"M_1_2","76","C","educ|1|7","ct_2","O","421b","AUT",1820,"tr_1","76575",45,"PZ","Female",29660
"M_4_1","76","C","educ|1|7","ct_8","O","341a","CDI",1820,"tr_5","76591",49,"PZ","Female",29769
"M_1_2","77","P","educ|1|7","ct_8","O","434b","CDI",758,"tr_1","77122",61,"SZ","Female",12871
"M_1_2","77","C","educ|1|7","ct_9","O","551a","CDI",1822,"tr_3","77243",34,"GZ","Female",16777
"M_4_1","75","C","educ|1|7","ct_9","O","373d","CDI",2200,"tr_1","77349",49,"JC","Male",51932
"M_4_3","77","P","educ|1|7","ct_9","A","554d","APP",1801,"tr_3","77507",20,"GZ","Male",7942
"M_1_2","78","C","educ|1|7","ct_8","O","431f","CDI",1661,"tr_4","78138",30,"QA","Female",20834
"M_4_1","95","C","educ|1|7","ct_6","O","433d","CDI",1820,"tr_1","78362",57,"GZ","Female",25018
"M_1_2","78","P","educ|1|7","ct_8","O","344d","CDI",1373,"tr_4","78372",59,"QA","Female",34529
"M_4_1","31","C","educ|1|7","ct_8","O","435b","CDI",1785,"tr_3","81065",29,"SZ","Female",15431
"M_4_2","83","C","educ|1|7","ct_9","O","376g","CDI",333,"tr_1","83050",49,"LZ","Male",6497
"M_4_1","83","C","educ|1|7","ct_9","O","344b","CDI",2403,"tr_5","83059",57,"QA","Male",46312
"M_3_2","78","P","educ|1|7","ct_8","O","423b","CDI",967,"tr_1","83069",40,"PZ","Female",7556
"M_4_1","83","P","educ|1|7","ct_9","O","463e","CDI",1628,"tr_2","83118",42,"FZ","Male",23455
"M_4_1","83","C","educ|1|7","ct_8","O","435b","CDI",1820,"tr_2","83137",56,"QB","Male",22293
"M_4_1","44","C","educ|1|7","ct_9","O","542a","CDI",2028,"tr_3","85072",29,"GZ","Female",20242
"M_4_1","87","P","educ|1|7","ct_8","O","545d","CDI",1663,"tr_6","87176",35,"OZ","Female",23119
"M_4_1","77","C","educ|1|7","ct_9","O","373d","CDI",2028,"tr_3","91315",57,"GZ","Female",48293
"M_3_2","91","P","educ|1|7","ct_1","O","422e","CDD",1274,"tr_3","91386",28,"PZ","Female",13252
"M_1_2","93","P","educ|1|7","ct_9","O","431e","CDI",164,"tr_6","94016",54,"QA","Female",7179
"M_4_1","75","C","educ|1|7","ct_1","O","461f","CDI",1914,"tr_6","94046",44,"OZ","Male",41683
"M_4_1","95","C","educ|1|7","ct_9","O","463e","CDI",1736,"tr_4","95487",39,"GZ","Female",19212
"M_4_1","93","C","educ|1|7","ct_9","O","466a","CDI",1820,"tr_6","95488",41,"HZ","Male",31510
"M_3_2","75","C","educ|1|8","ct_8","O","373d","CDI",2028,"tr_1","06105",46,"SZ","Female",40272
"M_4_2","06","C","educ|1|8","ct_9","O","388a","CDI",1719,"tr_3","06155",37,"MA","Male",35107
"M_4_2","13","C","educ|1|8","ct_9","O","383a","CDI",1820,"tr_6","13001",58,"MA","Male",37082
"M_4_1","13","C","educ|1|8","ct_9","O","380a","CDI",2200,"tr_5","13207",58,"CI","Male",50393
"M_4_2","13","C","educ|1|8","ct_9","O","377a","CDI",1820,"tr_1","13210",36,"IZ","Male",21610
"M_4_1","13","C","educ|1|8","ct_8","O","421b","CDI",1277,"tr_2","13214",51,"PZ","Female",27608
"M_4_1","29","P","educ|1|8","ct_9","O","388c","CDI",1388,"tr_6","29003",39,"CM","Female",28047
"M_4_1","29","C","educ|1|8","ct_9","O","388a","CDI",1498,"tr_4","29019",40,"JC","Male",25832
"M_3_2","30","C","educ|1|8","ct_9","O","462b","CDI",1294,"tr_2","30202",26,"GZ","Female",6925
"M_4_1","31","C","educ|1|8","ct_9","O","388a","CDI",1578,"tr_6","31100",30,"MA","Female",24007
"M_1_2","92","P","educ|1|8","ct_9","O","373b","CDD",1327,"tr_6","31107",26,"CF","Female",33407
"M_1_1","31","C","educ|1|8","ct_9","O","467b","CDI",2001,"tr_3","31384",59,"KZ","Male",30032
"M_4_1","33","F","educ|1|8","ct_9","O","653a","CDI",423,"tr_6","33069",36,"GZ","Female",6486
"M_4_1","33","C","educ|1|8","ct_9","O","374b","CDI",1942,"tr_6","33290",44,"GZ","Male",42639
"M_2_0","33","C","educ|1|8","ct_9","O","373d","CDI",667,"tr_1","33535",23,"FZ","Male",6453
"M_4_1","34","C","educ|1|8","ct_9","O","461c","CDI",1820,"tr_2","34108",32,"JC","Female",14504
"M_4_1","34","C","educ|1|8","ct_8","O","421b","CDI",1822,"tr_3","34198",35,"PZ","Female",20228
"M_1_1","34","C","educ|1|8","ct_6","O","462e","CDI",1829,"tr_2","34311",29,"FZ","Male",16960
"M_1_2","35","P","educ|1|8","ct_9","O","433a","CDI",492,"tr_1","35238",29,"QA","Female",7706
"M_1_2","35","P","educ|1|8","ct_8","O","543f","CDI",1693,"tr_4","35288",38,"KZ","Female",16279
"M_4_1","69","C","educ|1|8","ct_9","O","461e","CDI",2525,"tr_1","38172",37,"NZ","Female",51383
"M_4_2","69","C","educ|1|8","ct_9","O","374c","CDI",717,"tr_6","38332",27,"JC","Male",24422
"M_4_1","44","P","educ|1|8","ct_9","O","474b","CDI",1469,"tr_6","44047",39,"CK","Female",20839
"M_2_0","44","C","educ|1|8","ct_9","O","388a","CDI",1630,"tr_4","44109",26,"JC","Male",28939
"M_1_1","44","C","educ|1|8","ct_9","O","556a","CDI",1820,"tr_1","44109",30,"GZ","Male",16358
"M_4_2","44","C","educ|1|8","ct_9","O","388a","CDI",1820,"tr_6","44162",31,"JC","Male",36837
"M_1_1","44","P","educ|1|8","ct_9","O","387a","CDI",315,"tr_5","44190",26,"CG","Male",6508
"M_4_1","44","P","educ|1|8","ct_9","O","382a","CDI",1506,"tr_6","44190",26,"HZ","Male",29192
"M_3_1","75","C","educ|1|8","ct_9","O","385c","CDI",2028,"tr_2","44215",47,"GZ","Male",50558
"M_1_1","44","C","educ|1|8","ct_9","O","388d","CDI",1820,"tr_6","44221",31,"JC","Male",38893
"M_3_2","45","P","educ|1|8","ct_9","O","561d","CDI",519,"tr_4","45115",35,"IZ","Female",13663
"M_1_1","49","C","educ|1|8","ct_9","O","423b","CDI",1799,"tr_2","49115",29,"PZ","Male",20698
"M_4_3","54","C","educ|1|8","ct_9","O","462a","CDI",1937,"tr_1","54548",40,"GZ","Female",28310
"M_4_1","56","P","educ|1|8","ct_9","O","433d","CDI",1591,"tr_1","56090",50,"GZ","Female",18504
"M_4_3","56","C","educ|1|8","ct_9","O","373d","CDI",2500,"tr_5","56206",43,"GZ","Female",60104
"M_1_1","66","C","educ|1|8","ct_3","O","344c","AUT",1850,"tr_6","57019",25,"QA","Male",24915
"M_1_2","57","C","educ|1|8","ct_9","O","526b","CDI",1821,"tr_2","57240",60,"QA","Female",24831
"M_4_1","57","C","educ|1|8","ct_8","O","461d","CDI",2200,"tr_1","57672",46,"SZ","Female",37789
"M_4_1","59","C","educ|1|8","ct_8","O","341a","CDI",1820,"tr_4","59170",51,"PZ","Female",27976
"M_4_1","59","P","educ|1|8","ct_9","O","461b","CDI",1144,"tr_1","59183",31,"MA","Female",11534
"M_4_3","59","C","educ|1|8","ct_9","O","462e","CDI",1195,"tr_5","59230",31,"MC","Female",14218
"M_2_0","59","C","educ|1|8","ct_9","O","344d","CDI",1820,"tr_1","59291",27,"GZ","Female",33726
"M_1_2","59","C","educ|1|8","ct_9","O","462c","CDI",1839,"tr_6","59629",26,"GZ","Female",26087
"M_3_2","59","P","educ|1|8","ct_2","O","434d","AUT",1454,"tr_6","59646",49,"OZ","Female",28381
"M_4_1","60","C","educ|1|8","ct_8","O","423b","CDI",1820,"tr_4","60471",41,"PZ","Female",23593
"M_4_1","67","P","educ|1|8","ct_9","O","376c","CDI",1412,"tr_2","67545",33,"KZ","Female",22221
"M_3_2","68","P","educ|1|8","ct_9","O","374b","CDI",1733,"tr_6","68051",37,"GZ","Female",33017
"M_4_4","68","C","educ|1|8","ct_8","O","526d","CDI",1820,"tr_3","68160",40,"QB","Male",19596
"M_1_1","68","P","educ|1|8","ct_9","O","376e","CDI",1585,"tr_1","68245",47,"KZ","Male",42940
"M_4_1","69","C","educ|1|8","ct_1","O","342b","AUT",1820,"tr_6","69091",49,"PZ","Female",54957
"M_4_1","69","P","educ|1|8","ct_9","O","373a","CDI",903,"tr_6","69290",35,"CL","Female",24703
"M_4_1","69","C","educ|1|8","ct_9","O","376c","CDI",1310,"tr_5","69382",25,"KZ","Female",16759
"M_4_1","31","C","educ|1|8","ct_9","O","463e","CDI",2062,"tr_6","74188",37,"JA","Female",31860
"M_1_2","92","C","educ|1|8","ct_9","O","525d","CDI",1606,"tr_4","75103",44,"QB","Female",15698
"M_4_1","92","C","educ|1|8","ct_9","O","371a","CDI",2200,"tr_6","75105",58,"FZ","Male",68225
"M_4_1","75","C","educ|1|8","ct_9","O","552a","CDI",2697,"tr_5","75110",63,"GZ","Female",29518
"M_1_1","75","C","educ|1|8","ct_9","O","463a","CDI",1806,"tr_2","75111",28,"NZ","Male",17123
"M_2_0","95","C","educ|1|8","ct_9","O","477a","CDI",1869,"tr_6","75113",33,"HZ","Male",25256
"M_1_2","92","C","educ|1|8","ct_9","O","352a","CDI",1672,"tr_3","75113",40,"JA","Female",23079
"M_4_1","92","C","educ|1|8","ct_8","O","311d","CDI",1972,"tr_1","75113",58,"QB","Female",26404
"M_4_2","75","C","educ|1|8","ct_9","O","373a","TTP",1620,"tr_2","75114",30,"NZ","Male",14146
"M_1_1","93","C","educ|1|8","ct_9","A","388a","APP",1959,"tr_6","75115",25,"JC","Male",17181
"M_1_2","75","F","educ|1|8","ct_9","O","344b","CDI",443,"tr_6","75115",64,"IZ","Female",27917
"M_1_1","75","C","educ|1|8","ct_9","O","353c","CDI",2158,"tr_0","75116",37,"RZ","Male",51304
"M_4_2","75","C","educ|1|8","ct_9","O","373a","CDI",2200,"tr_6","75116",59,"KZ","Male",61822
"M_4_2","92","C","educ|1|8","ct_9","O","372c","CDI",1820,"tr_6","75118",54,"KZ","Male",50813
"M_1_1","91","C","educ|1|8","ct_9","O","383a","CDI",2110,"tr_6","75118",57,"CI","Male",71378
"M_1_1","75","C","educ|1|8","ct_9","O","352a","CDI",1819,"tr_6","75118",59,"JA","Male",55228
"M_4_1","91","P","educ|1|8","ct_5","O","342g","CDI",972,"tr_6","75119",35,"MB","Male",30787
"M_4_1","75","C","educ|1|8","ct_9","O","372b","CDI",1726,"tr_6","75120",52,"IZ","Female",50087
"M_4_1","27","C","educ|1|8","ct_6","O","344d","CDI",1845,"tr_1","76322",27,"GZ","Female",32650
"M_3_2","27","P","educ|1|8","ct_9","O","684a","CDI",1938,"tr_5","76351",34,"NZ","Female",18428
"M_1_1","77","C","educ|1|8","ct_9","O","388b","CDI",2019,"tr_4","77470",24,"HZ","Male",22114
"M_4_1","75","C","educ|1|8","ct_9","O","476a","CDI",1872,"tr_6","78062",46,"MA","Male",27764
"M_1_1","78","C","educ|1|8","ct_8","O","461f","CDI",1853,"tr_5","78124",30,"QB","Male",20296
"M_4_1","78","C","educ|1|8","ct_9","O","387f","CDI",1923,"tr_6","78335",41,"CG","Female",58336
"M_1_2","75","C","educ|1|8","ct_9","O","344d","CDI",1860,"tr_4","78423",42,"QA","Female",45667
"M_4_1","75","C","educ|1|8","ct_9","O","374d","CDI",2200,"tr_3","78646",40,"NZ","Female",57803
"M_4_1","83","C","educ|1|8","ct_2","O","421b","AUT",1630,"tr_3","83055",29,"PZ","Female",20632
"M_4_1","13","C","educ|1|8","ct_9","O","621g","CDI",1882,"tr_3","83099",49,"BZ","Male",28464
"M_4_2","94","C","educ|1|8","ct_9","O","451a","CDI",455,"tr_6","91521",59,"HZ","Male",7753
"M_4_1","94","P","educ|1|8","ct_9","O","389a","CDI",1421,"tr_6","91553",51,"HZ","Male",36913
"M_4_1","91","C","educ|1|8","ct_8","O","431f","CDI",2283,"tr_5","91639",57,"QB","Female",40015
"M_1_2","75","C","educ|1|8","ct_6","O","465b","CDI",1923,"tr_1","92004",28,"JA","Female",39975
"M_4_2","94","C","educ|1|8","ct_9","O","373d","CDI",1820,"tr_6","92012",33,"JB","Male",35192
"M_4_1","92","C","educ|1|8","ct_9","O","376e","CDI",1955,"tr_6","92014",30,"KZ","Female",24581
"M_4_1","92","P","educ|1|8","ct_9","O","375b","CDI",1504,"tr_6","92025",49,"KZ","Female",50519
"M_3_2","75","C","educ|1|8","ct_9","O","373d","CDI",232,"tr_5","92026",67,"KZ","Female",7503
"M_4_1","92","C","educ|1|8","ct_9","O","382c","CDI",1589,"tr_6","92035",33,"FZ","Female",27814
"M_1_2","92","C","educ|1|8","ct_9","O","451a","CDI",1820,"tr_1","92036",35,"HZ","Female",20712
"M_4_1","77","C","educ|1|8","ct_9","O","385c","CDI",1976,"tr_3","92075",35,"GZ","Male",40670
"M_4_3","92","C","educ|1|8","ct_9","O","373d","CDI",1820,"tr_6","92076",57,"JA","Female",30483
"M_4_4","92","C","educ|1|8","ct_9","O","388a","CDI",1820,"tr_6","93051",26,"JC","Male",28375
"M_4_1","78","C","educ|1|8","ct_9","A","382c","APP",926,"tr_6","93078",22,"FZ","Male",6944
"M_4_1","91","C","educ|1|8","ct_9","O","342g","CDI",1827,"tr_6","94054",50,"MB","Male",54030
"M_3_2","92","C","educ|1|8","ct_9","O","372b","CDI",2140,"tr_5","94067",35,"JC","Female",44879
"M_4_1","92","P","educ|1|8","ct_9","O","461e","CDI",1622,"tr_3","95018",49,"MA","Female",45711
"M_4_2","93","C","educ|1|8","ct_9","A","543h","APP",1970,"tr_6","95219",22,"MA","Female",16784
"M_4_1","13","C","educ|1|9","ct_9","O","374a","CDI",2080,"tr_3","13063",31,"GZ","Female",33053
"M_4_1","35","C","educ|1|9","ct_1","O","342d","TOA",607,"tr_5","35238",32,"PZ","Male",13073
"M_4_1","38","C","educ|1|9","ct_9","O","466c","CDI",1845,"tr_2","38474",51,"HZ","Male",24265
"M_1_1","49","P","educ|1|9","ct_9","O","676c","CDI",1536,"tr_3","44072",43,"EZ","Male",19084
"M_4_1","49","C","educ|1|9","ct_9","O","543g","CDD",972,"tr_5","49015",38,"CI","Female",21569
"M_4_1","69","C","educ|1|9","ct_9","O","388c","CDI",1923,"tr_5","69205",34,"JC","Male",31101
"M_4_1","69","C","educ|1|9","ct_8","O","341a","CDI",1820,"tr_5","69389",53,"PZ","Male",32032
"M_4_1","74","P","educ|1|9","ct_9","O","632j","CDI",1387,"tr_3","74094",61,"FZ","Male",18767
"M_1_1","77","C","educ|1|9","ct_8","O","342c","CDI",1831,"tr_3","75103",35,"QB","Male",39432
"M_1_2","24","C","educ|1|9","ct_1","O","341a","AUT",1820,"tr_4","75116",39,"PZ","Female",37996
"M_4_1","76","P","educ|1|9","ct_8","O","424a","CDI",292,"tr_2","76484",38,"RZ","Male",7027
"M_4_4","76","C","educ|1|9","ct_9","O","384b","CDI",1820,"tr_2","76540",47,"CM","Male",23626
"M_4_1","94","C","educ|1|9","ct_9","O","384c","CDI",2028,"tr_2","78418",36,"CK","Male",46179
"M_1_2","75","C","educ|1|9","ct_9","O","375b","CDI",1676,"tr_1","92064",24,"KZ","Female",26182
"M_4_2","42","C","educ|1","ct_9","O","653a","CDI",1847,"tr_6","42138",56,"CA","Male",17586
"M_2_0","68","C","educ|1","ct_9","O","641b","CDI",1781,"tr_6","68205",53,"HZ","Female",26236
"M_4_1","13","C","educ|2","ct_9","O","462b","CDI",1819,"tr_5","13080",48,"GZ","Male",14235
"M_4_4","17","C","educ|2","ct_8","O","563b","CDD",292,"tr_3","17082",45,"QB","Female",11204
"M_4_4","2B","C","educ|2","ct_6","O","684a","CDI",2010,"tr_1","2B033",41,"LZ","Male",19440
"M_4_1","33","P","educ|2","ct_6","O","526b","CDI",1664,"tr_1","33063",54,"QA","Female",17470
"M_4_1","33","P","educ|2","ct_8","X","424a","AUT",617,"tr_4","33063",34,"QB","Male",7424
"M_4_2","33","P","educ|2","ct_6","O","634d","CDI",1205,"tr_3","33124",44,"GZ","Male",10783
"M_1_1","33","C","educ|2","ct_5","O","479a","CDI",1905,"tr_6","33281",45,"MB","Male",28866
"M_4_1","36","C","educ|2","ct_9","O","634b","CDI",1973,"tr_3","36176",32,"CH","Male",20268
"M_1_1","41","C","educ|2","ct_6","O","676c","CDD",1840,"tr_3","41018",48,"NZ","Male",17018
"M_4_2","49","C","educ|2","ct_9","O","634c","CDI",1653,"tr_2","49099",54,"GZ","Male",17735
"M_1_1","71","P","educ|2","ct_6","O","676e","CDI",1101,"tr_1","71099",65,"GZ","Male",8816
"M_4_1","76","C","educ|2","ct_6","O","526b","CDI",1820,"tr_1","76351",33,"QA","Female",20475
"M_4_1","76","C","educ|2","ct_9","O","673a","CDI",1837,"tr_2","76498",54,"CH","Male",15362
"M_4_2","57","F","educ|2","ct_9","O","684b","CDI",681,"tr_4","76595",63,"EZ","Male",9712
"M_4_1","94","P","educ|2","ct_8","O","676e","CDI",1455,"tr_5","77122",51,"QB","Male",10252
"M_4_2","78","C","educ|2","ct_9","O","487a","CDI",1151,"tr_0","78609",41,"GZ","Male",17464
"M_4_2","91","P","educ|2","ct_9","O","543g","CDI",947,"tr_6","91228",49,"GZ","Male",14765
"M_4_1","91","C","educ|2","ct_9","O","682a","CDI",2028,"tr_1","91589",61,"GZ","Male",23072
"M_4_1","91","C","educ|2","ct_9","O","463c","CDI",1365,"tr_1","91691",46,"GZ","Male",24303
"M_3_1","94","C","educ|2","ct_9","O","681b","CDI",1464,"tr_3","92012",51,"FZ","Male",17134
"M_4_1","92","C","educ|2","ct_9","O","681a","CDI",1213,"tr_1","92050",51,"FZ","Male",10728
"M_4_4","93","C","educ|2","ct_9","O","676c","CDI",1820,"tr_1","93048",39,"MA","Male",12818
"M_4_2","91","C","educ|2","ct_9","O","621a","CDI",1755,"tr_3","94074",31,"FZ","Male",30099
"M_4_2","75","C","educ|2","ct_6","O","671c","CDI",1248,"tr_1","95607",29,"FZ","Male",10956
"M_4_2","08","C","educ|3","ct_9","O","673a","CDI",1022,"tr_3","08243",60,"CH","Male",15455
"M_4_1","10","C","educ|3","ct_9","O","554a","CDI",264,"tr_1","10323",42,"CA","Female",9816
"M_4_1","13","C","educ|3","ct_9","O","431a","CDI",1301,"tr_5","13097",44,"QA","Female",23142
"M_4_1","14","P","educ|3","ct_8","O","692a","CDD",883,"tr_2","14715",24,"NZ","Female",8991
"M_4_1","17","P","educ|3","ct_9","O","526a","CDI",853,"tr_3","17306",58,"QB","Female",7037
"M_3_2","21","C","educ|3","ct_8","O","673c","AUT",1804,"tr_4","21231",48,"QB","Female",9338
"M_1_2","21","C","educ|3","ct_6","O","434d","CDI",928,"tr_3","21231",39,"QB","Female",10303
"M_3_2","21","P","educ|3","ct_8","O","683a","CDD",520,"tr_4","21278",43,"QB","Male",9106
"M_4_4","30","C","educ|3","ct_9","O","675b","CDI",1976,"tr_3","30156",35,"CE","Male",16753
"M_4_1","33","P","educ|3","ct_9","O","652a","TTP",671,"tr_5","33529",45,"NZ","Male",13204
"M_4_1","35","C","educ|3","ct_9","O","641a","CDI",2184,"tr_1","35266",59,"NZ","Male",19137
"M_3_2","38","C","educ|3","ct_9","O","461e","CDI",2028,"tr_2","38239",23,"MA","Female",18700
"M_1_2","42","C","educ|3","ct_9","O","684a","CDI",396,"tr_6","42218",36,"NZ","Female",9773
"M_4_2","44","C","educ|3","ct_8","O","376e","CDI",1801,"tr_6","44018",52,"KZ","Male",31311
"M_1_1","45","C","educ|3","ct_9","O","632a","CDI",1689,"tr_1","45234",53,"FZ","Male",19087
"M_3_2","57","C","educ|3","ct_8","O","526d","CDI",1835,"tr_5","54395",52,"QB","Female",20191
"M_4_1","57","C","educ|3","ct_9","O","622c","CDI",639,"tr_3","54395",25,"BZ","Male",13551
"M_4_1","58","C","educ|3","ct_8","O","676e","AUT",1789,"tr_4","58194",28,"QB","Female",9612
"M_4_1","75","C","educ|3","ct_9","O","534a","CDI",1677,"tr_6","59654",41,"NZ","Male",19038
"M_4_3","62","C","educ|3","ct_9","O","525d","CDI",1820,"tr_4","62679",46,"QB","Female",15271
"M_4_1","63","C","educ|3","ct_9","O","621d","CDI",1710,"tr_3","63113",41,"FZ","Male",24993
"M_4_1","67","C","educ|3","ct_9","O","484a","CDI",1826,"tr_5","67052",47,"CE","Male",36320
"M_4_1","67","C","educ|3","ct_9","O","621c","CDI",2012,"tr_5","67365",60,"FZ","Male",21912
"M_4_1","68","C","educ|3","ct_9","O","628g","CDI",2083,"tr_3","68315",53,"CC","Female",22211
"M_4_1","69","P","educ|3","ct_8","O","461f","CDI",1131,"tr_6","69050",56,"OZ","Female",25677
"M_4_1","69","P","educ|3","ct_9","O","554a","CDI",1040,"tr_2","69193",40,"GZ","Male",8023
"M_4_1","71","C","educ|3","ct_9","O","674c","CDI",1856,"tr_4","71153",50,"CA","Female",18985
"M_4_2","74","P","educ|3","ct_8","O","525d","CDI",1164,"tr_4","74281",57,"QB","Male",8819
"M_4_1","78","P","educ|3","ct_9","O","641a","CDI",764,"tr_4","78311",48,"FZ","Male",7779
"M_4_2","83","C","educ|3","ct_9","O","671c","CDI",1820,"tr_4","83023",54,"QB","Male",14191
"M_4_1","87","C","educ|3","ct_9","O","641a","CDI",1820,"tr_3","87085",30,"GZ","Male",14474
"M_4_4","93","C","educ|3","ct_8","O","525d","CDI",1820,"tr_2","93053",39,"QB","Male",17884
"M_3_2","94","P","educ|3","ct_8","O","526a","CDI",1171,"tr_2","94055",48,"QA","Female",10823
"M_4_1","93","C","educ|3","ct_9","O","622d","CDI",1824,"tr_1","95277",57,"CI","Male",15412
"M_4_1","95","C","educ|3","ct_8","X","676e","CDI",1814,"tr_5","95563",33,"QB","Female",7852
"M_4_2","01","P","educ|1|1","ct_9","O","628a","CDI",1820,"tr_3","01384",58,"GZ","Male",20850
"M_4_1","14","C","educ|1|1","ct_9","O","628a","CDI",1820,"tr_5","14431",59,"CK","Male",20544
"M_4_3","75","C","educ|1|1","ct_2","O","563b","AUT",1819,"tr_1","28134",55,"QB","Female",20556
"M_4_4","44","P","educ|1|1","ct_9","O","676c","TTP",573,"tr_6","44018",56,"NZ","Male",12811
"M_1_1","71","C","educ|1|1","ct_9","O","676c","CDI",1820,"tr_3","71552",59,"CC","Male",25040
"M_3_2","92","C","educ|1|1","ct_9","O","628b","CDI",1927,"tr_0","75118",25,"CK","Male",20444
"M_4_1","76","C","educ|1|1","ct_9","O","384b","CDI",1516,"tr_2","76351",60,"CH","Male",48870
"M_1_2","76","P","educ|1|1","ct_8","O","526d","CDI",910,"tr_3","76351",61,"QB","Female",10374
"M_4_1","80","P","educ|1|1","ct_2","O","563b","CDD",2180,"tr_5","80419",59,"OZ","Female",24671
"M_4_3","87","P","educ|1|1","ct_9","O","684a","CDI",2978,"tr_5","87085",53,"NZ","Female",25142
"M_4_2","94","C","educ|1|1","ct_6","O","534a","CDI",972,"tr_6","94067",45,"NZ","Male",9176
"M_4_1","06","C","educ|1|2","ct_6","O","554b","CDI",1993,"tr_1","06088",45,"GZ","Male",20153
"M_3_1","13","C","educ|1|2","ct_9","O","624c","CDI",1820,"tr_6","13206",35,"CL","Male",24553
"M_4_2","30","C","educ|1|2","ct_9","O","641a","CDI",2143,"tr_2","30007",51,"HZ","Male",15292
"M_4_1","30","C","educ|1|2","ct_9","O","451a","CDI",1835,"tr_6","30171",57,"HZ","Male",26078
"M_4_1","81","C","educ|1|2","ct_9","O","676c","CDI",1470,"tr_0","31113",41,"GZ","Male",17783
"M_4_1","31","C","educ|1|2","ct_6","O","551a","CDI",1807,"tr_2","31190",38,"GZ","Female",16858
"M_4_1","33","C","educ|1|2","ct_2","O","621f","AUT",1835,"tr_6","33015",47,"OZ","Male",24365
"M_4_1","33","P","educ|1|2","ct_9","O","551a","CDI",1200,"tr_4","33192",53,"GZ","Female",10288
"M_4_1","34","C","educ|1|2","ct_9","O","681a","CDI",1806,"tr_2","34172",34,"FZ","Male",17609
"M_1_1","35","C","educ|1|2","ct_8","O","632k","CDI",1820,"tr_3","35288",57,"QB","Male",19544
"M_4_1","37","C","educ|1|2","ct_9","O","463b","CDI",1235,"tr_2","37233",51,"CK","Male",18205
"M_4_1","38","C","educ|1|2","ct_4","O","524c","CDI",1820,"tr_4","38180",40,"PZ","Female",25317
"M_4_4","38","C","educ|1|2","ct_9","O","653a","CDI",1341,"tr_5","38185",24,"GZ","Male",14739
"M_1_1","42","C","educ|1|2","ct_9","O","684a","CDI",1637,"tr_3","42061",47,"NZ","Male",13968
"M_4_1","45","C","educ|1|2","ct_9","O","653a","CDI",1750,"tr_4","45234",53,"GZ","Male",14160
"M_4_3","53","P","educ|1|2","ct_8","O","563b","CDI",1463,"tr_2","53212",53,"QB","Female",11932
"M_4_1","54","C","educ|1|2","ct_9","O","486e","CDI",1535,"tr_6","54329",52,"NZ","Male",21139
"M_4_3","54","P","educ|1|2","ct_9","O","554e","CDI",1259,"tr_1","54483",48,"GZ","Female",9883
"M_4_4","59","C","educ|1|2","ct_9","O","472c","CDI",1885,"tr_2","59392",39,"NZ","Male",21345
"M_4_1","60","C","educ|1|2","ct_9","O","628d","CDI",1509,"tr_4","60651",56,"CJ","Female",16299
"M_4_1","62","C","educ|1|2","ct_6","O","676c","CDD",1272,"tr_3","62386",42,"HZ","Male",14861
"M_4_1","66","F","educ|1|2","ct_9","O","676c","CDI",707,"tr_3","66136",36,"CE","Male",8039
"M_1_1","68","C","educ|1|2","ct_9","O","681a","CDI",1747,"tr_3","68338",59,"FZ","Male",17243
